section	item	sample	value	source
inversion_recurrence	9 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:58508340-58767425;Cx_pallens_vs_Cx_molestus:NC_068938.1:162458703-162721365;Cx_pallens_vs_Cx_pipiens:NC_068938.1:162458703-162854292	results/synteny/inversion_recurrence.tsv
inversion_recurrence	10 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	10 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	10 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	10 | max_span_bp		348176	results/synteny/inversion_recurrence.tsv
inversion_recurrence	10 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	10 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	10 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:58996722-59344898	results/synteny/inversion_recurrence.tsv
inversion_recurrence	11 | n_inversions		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	11 | n_pairs		3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	11 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	11 | max_span_bp		366568	results/synteny/inversion_recurrence.tsv
inversion_recurrence	11 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	11 | pairs		Cx_pallens_vs_Cx_molestus;Cx_pallens_vs_Cx_pipiens;Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	11 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:62627758-62755675;Cx_pallens_vs_Cx_molestus:NC_068938.1:158005250-158371818;Cx_pallens_vs_Cx_pipiens:NC_068938.1:158005250-158371818	results/synteny/inversion_recurrence.tsv
inversion_recurrence	12 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	12 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	12 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	12 | max_span_bp		265162	results/synteny/inversion_recurrence.tsv
inversion_recurrence	12 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	12 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	12 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:63773108-64038270	results/synteny/inversion_recurrence.tsv
inversion_recurrence	13 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	13 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	13 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	13 | max_span_bp		139145	results/synteny/inversion_recurrence.tsv
inversion_recurrence	13 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	13 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	13 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:64129334-64268480	results/synteny/inversion_recurrence.tsv
inversion_recurrence	14 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	14 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	14 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	14 | max_span_bp		188821	results/synteny/inversion_recurrence.tsv
inversion_recurrence	14 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	14 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	14 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:74007441-74196262	results/synteny/inversion_recurrence.tsv
inversion_recurrence	15 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	15 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	15 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	15 | max_span_bp		131602	results/synteny/inversion_recurrence.tsv
inversion_recurrence	15 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	15 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	15 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:76293912-76425514	results/synteny/inversion_recurrence.tsv
inversion_recurrence	16 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	16 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	16 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	16 | max_span_bp		1022888	results/synteny/inversion_recurrence.tsv
inversion_recurrence	16 | any_at_least_large_span		True	results/synteny/inversion_recurrence.tsv
inversion_recurrence	16 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	16 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:103689997-104712885	results/synteny/inversion_recurrence.tsv
inversion_recurrence	17 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	17 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	17 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	17 | max_span_bp		277219	results/synteny/inversion_recurrence.tsv
inversion_recurrence	17 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	17 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	17 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:109831260-110108479	results/synteny/inversion_recurrence.tsv
inversion_recurrence	18 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	18 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	18 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	18 | max_span_bp		452804	results/synteny/inversion_recurrence.tsv
inversion_recurrence	18 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	18 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	18 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:113682849-114135654	results/synteny/inversion_recurrence.tsv
inversion_recurrence	19 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	19 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	19 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	19 | max_span_bp		113916	results/synteny/inversion_recurrence.tsv
inversion_recurrence	19 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	19 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	19 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:114316993-114430909	results/synteny/inversion_recurrence.tsv
inversion_recurrence	20 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	20 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	20 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	20 | max_span_bp		278657	results/synteny/inversion_recurrence.tsv
inversion_recurrence	20 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	20 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	20 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:125998723-126277380	results/synteny/inversion_recurrence.tsv
inversion_recurrence	21 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	21 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	21 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	21 | max_span_bp		136204	results/synteny/inversion_recurrence.tsv
inversion_recurrence	21 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	21 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	21 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:148455818-148592023	results/synteny/inversion_recurrence.tsv
inversion_recurrence	22 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	22 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	22 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	22 | max_span_bp		197132	results/synteny/inversion_recurrence.tsv
inversion_recurrence	22 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	22 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	22 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:164266994-164464126	results/synteny/inversion_recurrence.tsv
inversion_recurrence	23 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	23 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	23 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	23 | max_span_bp		126209	results/synteny/inversion_recurrence.tsv
inversion_recurrence	23 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	23 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	23 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:164534201-164660410	results/synteny/inversion_recurrence.tsv
inversion_recurrence	24 | n_inversions		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	24 | n_pairs		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	24 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	24 | max_span_bp		161568	results/synteny/inversion_recurrence.tsv
inversion_recurrence	24 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	24 | pairs		Cx_quinquefasciatus_vs_Cx_pallens;Cx_quinquefasciatus_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	24 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:209608010-209769578;Cx_quinquefasciatus_vs_Cx_pipiens:NC_051862.1:209592838-209701593	results/synteny/inversion_recurrence.tsv
inversion_recurrence	25 | n_inversions		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	25 | n_pairs		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	25 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	25 | max_span_bp		113938	results/synteny/inversion_recurrence.tsv
inversion_recurrence	25 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	25 | pairs		Cx_quinquefasciatus_vs_Cx_molestus;Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	25 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:211533447-211647385;Cx_quinquefasciatus_vs_Cx_molestus:NC_051862.1:211533447-211647385	results/synteny/inversion_recurrence.tsv
inversion_recurrence	26 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	26 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	26 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	26 | max_span_bp		233295	results/synteny/inversion_recurrence.tsv
inversion_recurrence	26 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	26 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	26 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051862.1:216885186-217118481	results/synteny/inversion_recurrence.tsv
inversion_recurrence	27 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	27 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	27 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	27 | max_span_bp		158425	results/synteny/inversion_recurrence.tsv
inversion_recurrence	27 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	27 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	27 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051863.1:32261535-32419960	results/synteny/inversion_recurrence.tsv
inversion_recurrence	28 | n_inversions		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	28 | n_pairs		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	28 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	28 | max_span_bp		127757	results/synteny/inversion_recurrence.tsv
inversion_recurrence	28 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	28 | pairs		Cx_quinquefasciatus_vs_Cx_molestus;Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	28 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051863.1:59006210-59133967;Cx_quinquefasciatus_vs_Cx_molestus:NC_051863.1:59006210-59133967	results/synteny/inversion_recurrence.tsv
inversion_recurrence	29 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	29 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	29 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	29 | max_span_bp		271220	results/synteny/inversion_recurrence.tsv
inversion_recurrence	29 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	29 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	29 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051863.1:70705942-70977162	results/synteny/inversion_recurrence.tsv
inversion_recurrence	30 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	30 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	30 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	30 | max_span_bp		555185	results/synteny/inversion_recurrence.tsv
inversion_recurrence	30 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	30 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	30 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051863.1:84227710-84782895	results/synteny/inversion_recurrence.tsv
inversion_recurrence	31 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	31 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	31 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	31 | max_span_bp		232139	results/synteny/inversion_recurrence.tsv
inversion_recurrence	31 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	31 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	31 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051863.1:85389435-85621575	results/synteny/inversion_recurrence.tsv
inversion_recurrence	32 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	32 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	32 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	32 | max_span_bp		230877	results/synteny/inversion_recurrence.tsv
inversion_recurrence	32 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	32 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	32 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051863.1:88084627-88315505	results/synteny/inversion_recurrence.tsv
inversion_recurrence	33 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	33 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	33 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	33 | max_span_bp		1506935	results/synteny/inversion_recurrence.tsv
inversion_recurrence	33 | any_at_least_large_span		True	results/synteny/inversion_recurrence.tsv
inversion_recurrence	33 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	33 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051863.1:100047397-101554333	results/synteny/inversion_recurrence.tsv
inversion_recurrence	34 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	34 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	34 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	34 | max_span_bp		867055	results/synteny/inversion_recurrence.tsv
inversion_recurrence	34 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	34 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	34 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051863.1:102936771-103803827	results/synteny/inversion_recurrence.tsv
inversion_recurrence	35 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	35 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	35 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	35 | max_span_bp		155906	results/synteny/inversion_recurrence.tsv
inversion_recurrence	35 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	35 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	35 | members		Cx_quinquefasciatus_vs_Cx_pallens:NC_051863.1:122092840-122248746	results/synteny/inversion_recurrence.tsv
inversion_recurrence	36 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	36 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	36 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	36 | max_span_bp		319436	results/synteny/inversion_recurrence.tsv
inversion_recurrence	36 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	36 | pairs		Cx_quinquefasciatus_vs_Cx_pallens	results/synteny/inversion_recurrence.tsv
